"","sigma_s","sigma_e","theta","k_d","lambda","lambda_real","v_bar","time","price","price_cond","k_tilde"
"19576",1,1.25,1,1.5,1,0.95,5,17.41,6.48839034207295,-0.888754607412772,4.86138305546226
"19577",1,1.25,1,1.5,1,0.95,5,17.51,6.48868404113124,-0.889048306471065,4.88700636844401
"19578",1,1.25,1,1.5,1,0.95,5,17.61,6.48897031024307,-0.889334575582897,4.91262968142576
"19579",1,1.25,1,1.5,1,0.95,5,17.71,6.48924933736991,-0.889613602709728,4.9382529944075
"19580",1,1.25,1,1.5,1,0.95,5,17.81,6.48952130571818,-0.889885571058005,4.96387630738925
"19581",1,1.25,1,1.5,1,0.95,5,17.91,6.48978639385963,-0.890150659199452,4.989499620371
"19582",1,1.25,1,1.5,1,0.95,5,18.01,6.49004477584849,-0.890409041188315,5.01512293335275
"19583",1,1.25,1,1.5,1,0.95,5,18.11,6.49029662133582,-0.890660886675647,5.0407462463345
"19584",1,1.25,1,1.5,1,0.95,5,18.21,6.49054209568088,-0.8909063610207,5.06636955931625
"19585",1,1.25,1,1.5,1,0.95,5,18.31,6.49078136005967,-0.891145625399496,5.091992872298
"19586",1,1.25,1,1.5,1,0.95,5,18.41,6.49101457157083,-0.891378836910657,5.11761618527974
"19587",1,1.25,1,1.5,1,0.95,5,18.51,6.49124188333873,-0.891606148678548,5.14323949826149
"19588",1,1.25,1,1.5,1,0.95,5,18.61,6.491463444614,-0.891827709953824,5.16886281124324
"19589",1,1.25,1,1.5,1,0.95,5,18.71,6.4916794008716,-0.892043666211424,5.19448612422499
"19590",1,1.25,1,1.5,1,0.95,5,18.81,6.49188989390626,-0.892254159246085,5.22010943720674
"19591",1,1.25,1,1.5,1,0.95,5,18.91,6.49209506192563,-0.89245932726545,5.24573275018849
"19592",1,1.25,1,1.5,1,0.95,5,19.01,6.49229503964098,-0.892659304980805,5.27135606317024
"19593",1,1.25,1,1.5,1,0.95,5,19.11,6.49248995835572,-0.892854223695538,5.29697937615198
"19594",1,1.25,1,1.5,1,0.95,5,19.21,6.49267994605152,-0.893044211391345,5.32260268913373
"19595",1,1.25,1,1.5,1,0.95,5,19.31,6.49286512747244,-0.893229392812265,5.34822600211548
"19596",1,1.25,1,1.5,1,0.95,5,19.41,6.49304562420676,-0.893409889546584,5.37384931509723
"19597",1,1.25,1,1.5,1,0.95,5,19.51,6.49322155476685,-0.893585820106668,5.39947262807898
"19598",1,1.25,1,1.5,1,0.95,5,19.61,6.49339303466696,-0.89375730000678,5.42509594106073
"19599",1,1.25,1,1.5,1,0.95,5,19.71,6.4935601764991,-0.893924441838924,5.45071925404248
"19600",1,1.25,1,1.5,1,0.95,5,19.81,6.49372309000695,-0.89408735534677,5.47634256702422
"19601",1,1.25,1,1.5,1,0.95,5,19.91,6.49388188215789,-0.894246147497714,5.50196588000597
"19602",1,1.25,1,1.5,1.25,0.95,5,0.01,5.59352618741149,0.00610954724868817,0.402926596637997
"19603",1,1.25,1,1.5,1.25,0.95,5,0.11,5.6220997294896,-0.0224639948294193,0.428549909619746
"19604",1,1.25,1,1.5,1.25,0.95,5,0.21,5.64977258663279,-0.0501368519726162,0.454173222601494
"19605",1,1.25,1,1.5,1.25,0.95,5,0.31,5.67657314990823,-0.0769374152480569,0.479796535583243
"19606",1,1.25,1,1.5,1.25,0.95,5,0.41,5.70252891545005,-0.10289318078987,0.505419848564992
"19607",1,1.25,1,1.5,1.25,0.95,5,0.51,5.72766651266909,-0.128030778008915,0.53104316154674
"19608",1,1.25,1,1.5,1.25,0.95,5,0.61,5.7520117315735,-0.152375996913323,0.556666474528489
"19609",1,1.25,1,1.5,1.25,0.95,5,0.71,5.77558954922803,-0.17595381456785,0.582289787510237
"19610",1,1.25,1,1.5,1.25,0.95,5,0.81,5.79842415537936,-0.198788420719181,0.607913100491986
"19611",1,1.25,1,1.5,1.25,0.95,5,0.91,5.82053897727367,-0.220903242613491,0.633536413473735
"19612",1,1.25,1,1.5,1.25,0.95,5,1.01,5.84195670369189,-0.242320969031715,0.659159726455483
"19613",1,1.25,1,1.5,1.25,0.95,5,1.11,5.86269930822735,-0.263063573567177,0.684783039437232
"19614",1,1.25,1,1.5,1.25,0.95,5,1.21,5.88278807182966,-0.283152337169484,0.710406352418981
"19615",1,1.25,1,1.5,1.25,0.95,5,1.31,5.90224360463797,-0.302607869977789,0.736029665400729
"19616",1,1.25,1,1.5,1.25,0.95,5,1.41,5.92108586712602,-0.321450132465838,0.761652978382478
"19617",1,1.25,1,1.5,1.25,0.95,5,1.51,5.93933419058067,-0.339698455920489,0.787276291364226
"19618",1,1.25,1,1.5,1.25,0.95,5,1.61,5.95700729693489,-0.357371562274717,0.812899604345975
"19619",1,1.25,1,1.5,1.25,0.95,5,1.71,5.97412331797563,-0.374487583315448,0.838522917327724
"19620",1,1.25,1,1.5,1.25,0.95,5,1.81,5.99069981394611,-0.391064079285927,0.864146230309472
"19621",1,1.25,1,1.5,1.25,0.95,5,1.91,6.0067537915619,-0.407118056901721,0.889769543291221
"19622",1,1.25,1,1.5,1.25,0.95,5,2.01,6.02230172145899,-0.42266598679881,0.915392856272969
"19623",1,1.25,1,1.5,1.25,0.95,5,2.11,6.03735955509188,-0.437723820431702,0.941016169254718
"19624",1,1.25,1,1.5,1.25,0.95,5,2.21,6.05194274109906,-0.452307006438882,0.966639482236467
"19625",1,1.25,1,1.5,1.25,0.95,5,2.31,6.06606624115258,-0.466430506492401,0.992262795218215
"19626",1,1.25,1,1.5,1.25,0.95,5,2.41,6.07974454530803,-0.480108810647854,1.01788610819996
"19627",1,1.25,1,1.5,1.25,0.95,5,2.51,6.09299168687068,-0.493355952210504,1.04350942118171
"19628",1,1.25,1,1.5,1.25,0.95,5,2.61,6.10582125679298,-0.506185522132806,1.06913273416346
"19629",1,1.25,1,1.5,1.25,0.95,5,2.71,6.11824641761827,-0.51861068295809,1.09475604714521
"19630",1,1.25,1,1.5,1.25,0.95,5,2.81,6.1302799169849,-0.530644182324723,1.12037936012696
"19631",1,1.25,1,1.5,1.25,0.95,5,2.91,6.14193410070477,-0.542298366044588,1.14600267310871
"19632",1,1.25,1,1.5,1.25,0.95,5,3.01,6.1532209254295,-0.553585190769322,1.17162598609046
"19633",1,1.25,1,1.5,1.25,0.95,5,3.11,6.16415197091746,-0.56451623625728,1.1972492990722
"19634",1,1.25,1,1.5,1.25,0.95,5,3.21,6.17473845191401,-0.575102717253831,1.22287261205395
"19635",1,1.25,1,1.5,1.25,0.95,5,3.31,6.18499122965735,-0.585355494997168,1.2484959250357
"19636",1,1.25,1,1.5,1.25,0.95,5,3.41,6.19492082302161,-0.595285088361433,1.27411923801745
"19637",1,1.25,1,1.5,1.25,0.95,5,3.51,6.20453741930877,-0.604901684648593,1.2997425509992
"19638",1,1.25,1,1.5,1.25,0.95,5,3.61,6.21385088470032,-0.61421515004014,1.32536586398095
"19639",1,1.25,1,1.5,1.25,0.95,5,3.71,6.22287077437951,-0.623235039719336,1.3509891769627
"19640",1,1.25,1,1.5,1.25,0.95,5,3.81,6.23160634233456,-0.631970607674386,1.37661248994444
"19641",1,1.25,1,1.5,1.25,0.95,5,3.91,6.24006655085278,-0.640430816192602,1.40223580292619
"19642",1,1.25,1,1.5,1.25,0.95,5,4.01,6.24826007971547,-0.648624345055291,1.42785911590794
"19643",1,1.25,1,1.5,1.25,0.95,5,4.11,6.25619533510299,-0.656559600442812,1.45348242888969
"19644",1,1.25,1,1.5,1.25,0.95,5,4.21,6.2638804582191,-0.664244723558923,1.47910574187144
"19645",1,1.25,1,1.5,1.25,0.95,5,4.31,6.27132333364346,-0.671687598983282,1.50472905485319
"19646",1,1.25,1,1.5,1.25,0.95,5,4.41,6.27853159742083,-0.678895862760656,1.53035236783494
"19647",1,1.25,1,1.5,1.25,0.95,5,4.51,6.28551264489533,-0.685876910235151,1.55597568081669
"19648",1,1.25,1,1.5,1.25,0.95,5,4.61,6.29227363829767,-0.692637903637492,1.58159899379843
"19649",1,1.25,1,1.5,1.25,0.95,5,4.71,6.29882151409331,-0.699185779433136,1.60722230678018
"19650",1,1.25,1,1.5,1.25,0.95,5,4.81,6.30516299009895,-0.705527255438769,1.63284561976193
"19651",1,1.25,1,1.5,1.25,0.95,5,4.91,6.31130457237465,-0.71166883771447,1.65846893274368
"19652",1,1.25,1,1.5,1.25,0.95,5,5.01,6.3172525618988,-0.717616827238627,1.68409224572543
"19653",1,1.25,1,1.5,1.25,0.95,5,5.11,6.32301306103263,-0.723377326372451,1.70971555870718
"19654",1,1.25,1,1.5,1.25,0.95,5,5.21,6.32859197978089,-0.728956245120715,1.73533887168893
"19655",1,1.25,1,1.5,1.25,0.95,5,5.31,6.33399504185532,-0.734359307195139,1.76096218467067
"19656",1,1.25,1,1.5,1.25,0.95,5,5.41,6.33922779054684,-0.739592055886661,1.78658549765242
"19657",1,1.25,1,1.5,1.25,0.95,5,5.51,6.34429559441277,-0.744659859752591,1.81220881063417
"19658",1,1.25,1,1.5,1.25,0.95,5,5.61,6.34920365278468,-0.749567918124502,1.83783212361592
"19659",1,1.25,1,1.5,1.25,0.95,5,5.71,6.35395700110268,-0.754321266442506,1.86345543659767
"19660",1,1.25,1,1.5,1.25,0.95,5,5.81,6.35856051608156,-0.758924781421377,1.88907874957942
"19661",1,1.25,1,1.5,1.25,0.95,5,5.91,6.36301892071402,-0.763383186053838,1.91470206256117
"19662",1,1.25,1,1.5,1.25,0.95,5,6.01,6.36733678911631,-0.767701054456132,1.94032537554291
"19663",1,1.25,1,1.5,1.25,0.95,5,6.11,6.37151855122103,-0.77188281656085,1.96594868852466
"19664",1,1.25,1,1.5,1.25,0.95,5,6.21,6.37556849732202,-0.77593276266184,1.99157200150641
"19665",1,1.25,1,1.5,1.25,0.95,5,6.31,6.37949078247602,-0.779855047815846,2.01719531448816
"19666",1,1.25,1,1.5,1.25,0.95,5,6.41,6.38328943076558,-0.783653696105407,2.04281862746991
"19667",1,1.25,1,1.5,1.25,0.95,5,6.51,6.38696833942755,-0.787332604767375,2.06844194045166
"19668",1,1.25,1,1.5,1.25,0.95,5,6.61,6.39053128285148,-0.790895548191303,2.09406525343341
"19669",1,1.25,1,1.5,1.25,0.95,5,6.71,6.39398191645197,-0.794346181791791,2.11968856641515
"19670",1,1.25,1,1.5,1.25,0.95,5,6.81,6.39732378041895,-0.79768804575877,2.1453118793969
"19671",1,1.25,1,1.5,1.25,0.95,5,6.91,6.40056030334976,-0.800924568689579,2.17093519237865
"19672",1,1.25,1,1.5,1.25,0.95,5,7.01,6.40369480576672,-0.804059071106539,2.1965585053604
"19673",1,1.25,1,1.5,1.25,0.95,5,7.11,6.40673050352384,-0.807094768863661,2.22218181834215
"19674",1,1.25,1,1.5,1.25,0.95,5,7.21,6.40967051110614,-0.81003477644596,2.2478051313239
"19675",1,1.25,1,1.5,1.25,0.95,5,7.31,6.41251784482495,-0.812882110164771,2.27342844430565
"19676",1,1.25,1,1.5,1.25,0.95,5,7.41,6.41527542591253,-0.815639691252348,2.2990517572874
"19677",1,1.25,1,1.5,1.25,0.95,5,7.51,6.41794608351909,-0.81831034885891,2.32467507026914
"19678",1,1.25,1,1.5,1.25,0.95,5,7.61,6.42053255761539,-0.820896822955217,2.35029838325089
"19679",1,1.25,1,1.5,1.25,0.95,5,7.71,6.42303750180383,-0.823401767143656,2.37592169623264
"19680",1,1.25,1,1.5,1.25,0.95,5,7.81,6.42546348604089,-0.825827751380713,2.40154500921439
"19681",1,1.25,1,1.5,1.25,0.95,5,7.91,6.4278129992738,-0.828177264613626,2.42716832219614
"19682",1,1.25,1,1.5,1.25,0.95,5,8.01,6.43008845199411,-0.830452717333934,2.45279163517789
"19683",1,1.25,1,1.5,1.25,0.95,5,8.11,6.4322921787107,-0.832656444050525,2.47841494815964
"19684",1,1.25,1,1.5,1.25,0.95,5,8.21,6.43442644034492,-0.834790705684739,2.50403826114138
"19685",1,1.25,1,1.5,1.25,0.95,5,8.31,6.43649342655014,-0.836857691889961,2.52966157412313
"19686",1,1.25,1,1.5,1.25,0.95,5,8.41,6.43849525795829,-0.838859523298112,2.55528488710488
"19687",1,1.25,1,1.5,1.25,0.95,5,8.51,6.44043398835549,-0.840798253695313,2.58090820008663
"19688",1,1.25,1,1.5,1.25,0.95,5,8.61,6.44231160678915,-0.842675872128977,2.60653151306838
"19689",1,1.25,1,1.5,1.25,0.95,5,8.71,6.44413003960865,-0.844494304948477,2.63215482605013
"19690",1,1.25,1,1.5,1.25,0.95,5,8.81,6.44589115244167,-0.846255417781495,2.65777813903188
"19691",1,1.25,1,1.5,1.25,0.95,5,8.91,6.44759675210824,-0.847961017448065,2.68340145201362
"19692",1,1.25,1,1.5,1.25,0.95,5,9.01,6.44924858847447,-0.84961285381429,2.70902476499537
"19693",1,1.25,1,1.5,1.25,0.95,5,9.11,6.4508483562478,-0.851212621587622,2.73464807797712
"19694",1,1.25,1,1.5,1.25,0.95,5,9.21,6.45239769671573,-0.852761962055552,2.76027139095887
"19695",1,1.25,1,1.5,1.25,0.95,5,9.31,6.45389819942967,-0.854262464769495,2.78589470394062
"19696",1,1.25,1,1.5,1.25,0.95,5,9.41,6.45535140383578,-0.8557156691756,2.81151801692237
"19697",1,1.25,1,1.5,1.25,0.95,5,9.51,6.45675880085432,-0.857123066194146,2.83714132990412
"19698",1,1.25,1,1.5,1.25,0.95,5,9.61,6.45812183440933,-0.858486099749157,2.86276464288587
"19699",1,1.25,1,1.5,1.25,0.95,5,9.71,6.45944190290998,-0.859806168249803,2.88838795586761
"19700",1,1.25,1,1.5,1.25,0.95,5,9.81,6.46072036068528,-0.861084626025103,2.91401126884936
"19701",1,1.25,1,1.5,1.25,0.95,5,9.91,6.46195851937358,-0.862322784713402,2.93963458183111
"19702",1,1.25,1,1.5,1.25,0.95,5,10.01,6.46315764926823,-0.863521914608053,2.96525789481286
"19703",1,1.25,1,1.5,1.25,0.95,5,10.11,6.46431898062085,-0.864683245960676,2.99088120779461
"19704",1,1.25,1,1.5,1.25,0.95,5,10.21,6.46544370490352,-0.865807970243342,3.01650452077636
"19705",1,1.25,1,1.5,1.25,0.95,5,10.31,6.46653297603115,-0.866897241370969,3.04212783375811
"19706",1,1.25,1,1.5,1.25,0.95,5,10.41,6.46758791154536,-0.867952176885182,3.06775114673985
"19707",1,1.25,1,1.5,1.25,0.95,5,10.51,6.46860959376104,-0.868973859100858,3.0933744597216
"19708",1,1.25,1,1.5,1.25,0.95,5,10.61,6.46959907087671,-0.869963336216536,3.11899777270335
"19709",1,1.25,1,1.5,1.25,0.95,5,10.71,6.47055735804999,-0.870921623389816,3.1446210856851
"19710",1,1.25,1,1.5,1.25,0.95,5,10.81,6.47148543843904,-0.871849703778865,3.17024439866685
"19711",1,1.25,1,1.5,1.25,0.95,5,10.91,6.47238426421127,-0.872748529551089,3.1958677116486
"19712",1,1.25,1,1.5,1.25,0.95,5,11.01,6.47325475752019,-0.873619022860017,3.22149102463035
"19713",1,1.25,1,1.5,1.25,0.95,5,11.11,6.47409781145156,-0.874462076791386,3.2471143376121
"19714",1,1.25,1,1.5,1.25,0.95,5,11.21,6.47491429093958,-0.875278556279404,3.27273765059384
"19715",1,1.25,1,1.5,1.25,0.95,5,11.31,6.47570503365431,-0.876069298994133,3.29836096357559
"19716",1,1.25,1,1.5,1.25,0.95,5,11.41,6.47647085086108,-0.876835116200901,3.32398427655734
"19717",1,1.25,1,1.5,1.25,0.95,5,11.51,6.4772125282528,-0.877576793592621,3.34960758953909
"19718",1,1.25,1,1.5,1.25,0.95,5,11.61,6.47793082675605,-0.878295092095876,3.37523090252084
"19719",1,1.25,1,1.5,1.25,0.95,5,11.71,6.47862648331177,-0.878990748651595,3.40085421550259
"19720",1,1.25,1,1.5,1.25,0.95,5,11.81,6.4793002116313,-0.87966447697112,3.42647752848433
"19721",1,1.25,1,1.5,1.25,0.95,5,11.91,6.47995270292862,-0.880316968268438,3.45210084146608
"19722",1,1.25,1,1.5,1.25,0.95,5,12.01,6.48058462662952,-0.88094889196934,3.47772415444783
"19723",1,1.25,1,1.5,1.25,0.95,5,12.11,6.48119663105839,-0.881560896398215,3.50334746742958
"19724",1,1.25,1,1.5,1.25,0.95,5,12.21,6.48178934410338,-0.882153609443205,3.52897078041133
"19725",1,1.25,1,1.5,1.25,0.95,5,12.31,6.48236337386057,-0.882727639200387,3.55459409339308
"19726",1,1.25,1,1.5,1.25,0.95,5,12.41,6.48291930925783,-0.883283574597651,3.58021740637483
"19727",1,1.25,1,1.5,1.25,0.95,5,12.51,6.48345772065909,-0.883821985998915,3.60584071935657
"19728",1,1.25,1,1.5,1.25,0.95,5,12.61,6.48397916044947,-0.884343425789289,3.63146403233832
"19729",1,1.25,1,1.5,1.25,0.95,5,12.71,6.48448416360197,-0.884848428941797,3.65708734532007
"19730",1,1.25,1,1.5,1.25,0.95,5,12.81,6.48497324822642,-0.885337513566239,3.68271065830182
"19731",1,1.25,1,1.5,1.25,0.95,5,12.91,6.48544691610092,-0.88581118144074,3.70833397128357
"19732",1,1.25,1,1.5,1.25,0.95,5,13.01,6.48590565318674,-0.886269918526557,3.73395728426532
"19733",1,1.25,1,1.5,1.25,0.95,5,13.11,6.48634993012683,-0.886714195466652,3.75958059724707
"19734",1,1.25,1,1.5,1.25,0.95,5,13.21,6.48678020272872,-0.887144468068545,3.78520391022882
"19735",1,1.25,1,1.5,1.25,0.95,5,13.31,6.48719691243213,-0.887561177771957,3.81082722321056
"19736",1,1.25,1,1.5,1.25,0.95,5,13.41,6.48760048676188,-0.887964752101706,3.83645053619231
"19737",1,1.25,1,1.5,1.25,0.95,5,13.51,6.4879913397665,-0.888355605106323,3.86207384917406
"19738",1,1.25,1,1.5,1.25,0.95,5,13.61,6.48836987244303,-0.888734137782853,3.88769716215581
"19739",1,1.25,1,1.5,1.25,0.95,5,13.71,6.48873647314843,-0.889100738488255,3.91332047513756
"19740",1,1.25,1,1.5,1.25,0.95,5,13.81,6.48909151799802,-0.889455783337837,3.93894378811931
"19741",1,1.25,1,1.5,1.25,0.95,5,13.91,6.48943537125132,-0.88979963659114,3.96456710110106
"19742",1,1.25,1,1.5,1.25,0.95,5,14.01,6.48976838568582,-0.890132651025642,3.9901904140828
"19743",1,1.25,1,1.5,1.25,0.95,5,14.11,6.49009090295888,-0.890455168298698,4.01581372706455
"19744",1,1.25,1,1.5,1.25,0.95,5,14.21,6.49040325395824,-0.890767519298064,4.0414370400463
"19745",1,1.25,1,1.5,1.25,0.95,5,14.31,6.49070575914155,-0.891070024481367,4.06706035302805
"19746",1,1.25,1,1.5,1.25,0.95,5,14.41,6.49099872886507,-0.891362994204888,4.0926836660098
"19747",1,1.25,1,1.5,1.25,0.95,5,14.51,6.49128246370214,-0.891646729041967,4.11830697899155
"19748",1,1.25,1,1.5,1.25,0.95,5,14.61,6.49155725475156,-0.891921520091377,4.1439302919733
"19749",1,1.25,1,1.5,1.25,0.95,5,14.71,6.49182338393616,-0.892187649275983,4.16955360495504
"19750",1,1.25,1,1.5,1.25,0.95,5,14.81,6.49208112429216,-0.892445389631978,4.19517691793679
"19751",1,1.25,1,1.5,1.25,0.95,5,14.91,6.49233074024918,-0.892695005589005,4.22080023091854
"19752",1,1.25,1,1.5,1.25,0.95,5,15.01,6.49257248790163,-0.892936753241452,4.24642354390029
"19753",1,1.25,1,1.5,1.25,0.95,5,15.11,6.49280661527137,-0.893170880611191,4.27204685688204
"19754",1,1.25,1,1.5,1.25,0.95,5,15.21,6.49303336256222,-0.893397627902038,4.29767016986379
"19755",1,1.25,1,1.5,1.25,0.95,5,15.31,6.49325296240637,-0.893617227746188,4.32329348284554
"19756",1,1.25,1,1.5,1.25,0.95,5,15.41,6.49346564010307,-0.893829905442893,4.34891679582729
"19757",1,1.25,1,1.5,1.25,0.95,5,15.51,6.49367161384978,-0.894035879189598,4.37454010880903
"19758",1,1.25,1,1.5,1.25,0.95,5,15.61,6.49387109496598,-0.894235360305807,4.40016342179078
"19759",1,1.25,1,1.5,1.25,0.95,5,15.71,6.49406428811007,-0.894428553449889,4.42578673477253
"19760",1,1.25,1,1.5,1.25,0.95,5,15.81,6.49425139148922,-0.894615656829044,4.45141004775428
"19761",1,1.25,1,1.5,1.25,0.95,5,15.91,6.49443259706283,-0.894796862402655,4.47703336073603
"19762",1,1.25,1,1.5,1.25,0.95,5,16.01,6.49460809073941,-0.894972356079231,4.50265667371778
"19763",1,1.25,1,1.5,1.25,0.95,5,16.11,6.49477805256732,-0.895142317907139,4.52827998669953
"19764",1,1.25,1,1.5,1.25,0.95,5,16.21,6.49494265691951,-0.895306922259329,4.55390329968127
"19765",1,1.25,1,1.5,1.25,0.95,5,16.31,6.4951020726724,-0.895466338012224,4.57952661266302
"19766",1,1.25,1,1.5,1.25,0.95,5,16.41,6.49525646337917,-0.89562072871899,4.60514992564477
"19767",1,1.25,1,1.5,1.25,0.95,5,16.51,6.4954059874375,-0.895770252777327,4.63077323862652
"19768",1,1.25,1,1.5,1.25,0.95,5,16.61,6.49555079825216,-0.895915063591979,4.65639655160827
"19769",1,1.25,1,1.5,1.25,0.95,5,16.71,6.4956910443923,-0.896055309732122,4.68201986459002
"19770",1,1.25,1,1.5,1.25,0.95,5,16.81,6.49582686974396,-0.896191135083786,4.70764317757177
"19771",1,1.25,1,1.5,1.25,0.95,5,16.91,6.49595841365766,-0.89632267899748,4.73326649055352
"19772",1,1.25,1,1.5,1.25,0.95,5,17.01,6.49608581109133,-0.896450076431152,4.75888980353526
"19773",1,1.25,1,1.5,1.25,0.95,5,17.11,6.49620919274884,-0.896573458088659,4.78451311651701
"19774",1,1.25,1,1.5,1.25,0.95,5,17.21,6.49632868521403,-0.896692950553854,4.81013642949876
"19775",1,1.25,1,1.5,1.25,0.95,5,17.31,6.49644441108064,-0.896808676420462,4.83575974248051
"19776",1,1.25,1,1.5,1.25,0.95,5,17.41,6.49655648907803,-0.89692075441785,4.86138305546226
"19777",1,1.25,1,1.5,1.25,0.95,5,17.51,6.49666503419302,-0.897029299532843,4.88700636844401
"19778",1,1.25,1,1.5,1.25,0.95,5,17.61,6.49677015778787,-0.897134423127691,4.91262968142576
"19779",1,1.25,1,1.5,1.25,0.95,5,17.71,6.4968719677145,-0.897236233054323,4.9382529944075
"19780",1,1.25,1,1.5,1.25,0.95,5,17.81,6.49697056842518,-0.897334833765,4.96387630738925
"19781",1,1.25,1,1.5,1.25,0.95,5,17.91,6.49706606107965,-0.897430326419475,4.989499620371
"19782",1,1.25,1,1.5,1.25,0.95,5,18.01,6.49715854364896,-0.897522808988779,5.01512293335275
"19783",1,1.25,1,1.5,1.25,0.95,5,18.11,6.49724811101591,-0.897612376355737,5.0407462463345
"19784",1,1.25,1,1.5,1.25,0.95,5,18.21,6.49733485507249,-0.89769912041231,5.06636955931625
"19785",1,1.25,1,1.5,1.25,0.95,5,18.31,6.49741886481405,-0.897783130153874,5.091992872298
"19786",1,1.25,1,1.5,1.25,0.95,5,18.41,6.4975002264307,-0.897864491770526,5.11761618527974
"19787",1,1.25,1,1.5,1.25,0.95,5,18.51,6.49757902339569,-0.897943288735509,5.14323949826149
"19788",1,1.25,1,1.5,1.25,0.95,5,18.61,6.49765533655103,-0.898019601890851,5.16886281124324
"19789",1,1.25,1,1.5,1.25,0.95,5,18.71,6.49772924419049,-0.898093509530308,5.19448612422499
"19790",1,1.25,1,1.5,1.25,0.95,5,18.81,6.49780082213987,-0.898165087479688,5.22010943720674
"19791",1,1.25,1,1.5,1.25,0.95,5,18.91,6.49787014383482,-0.898234409174647,5.24573275018849
"19792",1,1.25,1,1.5,1.25,0.95,5,19.01,6.4979372803962,-0.898301545736024,5.27135606317024
"19793",1,1.25,1,1.5,1.25,0.95,5,19.11,6.49800230070299,-0.898366566042817,5.29697937615198
"19794",1,1.25,1,1.5,1.25,0.95,5,19.21,6.49806527146302,-0.898429536802843,5.32260268913373
"19795",1,1.25,1,1.5,1.25,0.95,5,19.31,6.49812625728136,-0.898490522621179,5.34822600211548
"19796",1,1.25,1,1.5,1.25,0.95,5,19.41,6.49818532072662,-0.898549586066445,5.37384931509723
"19797",1,1.25,1,1.5,1.25,0.95,5,19.51,6.49824252239517,-0.898606787734994,5.39947262807898
"19798",1,1.25,1,1.5,1.25,0.95,5,19.61,6.49829792097326,-0.898662186313084,5.42509594106073
"19799",1,1.25,1,1.5,1.25,0.95,5,19.71,6.49835157329726,-0.898715838637084,5.45071925404248
"19800",1,1.25,1,1.5,1.25,0.95,5,19.81,6.49840353441197,-0.89876779975179,5.47634256702422
"19801",1,1.25,1,1.5,1.25,0.95,5,19.91,6.49845385762707,-0.898818122966892,5.50196588000597
"19802",1,1.25,1,1.5,1.5,0.95,5,0.01,5.68038846341889,-0.0807527287587165,0.402926596637997
"19803",1,1.25,1,1.5,1.5,0.95,5,0.11,5.7112925055345,-0.111656770874326,0.428549909619746
"19804",1,1.25,1,1.5,1.5,0.95,5,0.21,5.74103128852862,-0.141395553868441,0.454173222601494
"19805",1,1.25,1,1.5,1.5,0.95,5,0.31,5.76964874933399,-0.170013014673814,0.479796535583243
"19806",1,1.25,1,1.5,1.5,0.95,5,0.41,5.79718716820975,-0.197551433549568,0.505419848564992
"19807",1,1.25,1,1.5,1.5,0.95,5,0.51,5.82368723120744,-0.224051496547263,0.53104316154674
"19808",1,1.25,1,1.5,1.5,0.95,5,0.61,5.84918809028182,-0.249552355621641,0.556666474528489
"19809",1,1.25,1,1.5,1.5,0.95,5,0.71,5.87372742113503,-0.27409168647485,0.582289787510237
"19810",1,1.25,1,1.5,1.5,0.95,5,0.81,5.89734147887978,-0.297705744219607,0.607913100491986
"19811",1,1.25,1,1.5,1.5,0.95,5,0.91,5.92006515160372,-0.320429416943541,0.633536413473735
"19812",1,1.25,1,1.5,1.5,0.95,5,1.01,5.94193201191404,-0.342296277253864,0.659159726455483
"19813",1,1.25,1,1.5,1.5,0.95,5,1.11,5.96297436653868,-0.363338631878499,0.684783039437232
"19814",1,1.25,1,1.5,1.5,0.95,5,1.21,5.98322330405715,-0.383587569396973,0.710406352418981
"19815",1,1.25,1,1.5,1.5,0.95,5,1.31,6.00270874083175,-0.403073006171572,0.736029665400729
"19816",1,1.25,1,1.5,1.5,0.95,5,1.41,6.02145946520682,-0.421823730546642,0.761652978382478
"19817",1,1.25,1,1.5,1.5,0.95,5,1.51,6.03950318004149,-0.439867445381312,0.787276291364226
"19818",1,1.25,1,1.5,1.5,0.95,5,1.61,6.05686654363867,-0.457230808978493,0.812899604345975
"19819",1,1.25,1,1.5,1.5,0.95,5,1.71,6.0735752091308,-0.473939474470625,0.838522917327724
"19820",1,1.25,1,1.5,1.5,0.95,5,1.81,6.08965386238053,-0.49001812772035,0.864146230309472
"19821",1,1.25,1,1.5,1.5,0.95,5,1.91,6.10512625845229,-0.505490523792114,0.889769543291221
"19822",1,1.25,1,1.5,1.5,0.95,5,2.01,6.12001525670876,-0.520379522048584,0.915392856272969
"19823",1,1.25,1,1.5,1.5,0.95,5,2.11,6.1343428545839,-0.534707119923726,0.941016169254718
"19824",1,1.25,1,1.5,1.5,0.95,5,2.21,6.14813022008263,-0.548494485422447,0.966639482236467
"19825",1,1.25,1,1.5,1.5,0.95,5,2.31,6.16139772305499,-0.561761988394815,0.992262795218215
"19826",1,1.25,1,1.5,1.5,0.95,5,2.41,6.17416496529124,-0.574529230631058,1.01788610819996
"19827",1,1.25,1,1.5,1.5,0.95,5,2.51,6.18645080948199,-0.586815074821813,1.04350942118171
"19828",1,1.25,1,1.5,1.5,0.95,5,2.61,6.19827340708659,-0.59863767242641,1.06913273416346
"19829",1,1.25,1,1.5,1.5,0.95,5,2.71,6.20965022515053,-0.610014490490357,1.09475604714521
